Sale Id,Order Id,Customer Id,Sale Date,Payment Method,Transaction Amount,Discount Applied,Tax Amount,Return Status,Return Date,Sales Channel,Sales Representative,Order Region
S171627203,17162,54,2015-09-19 12:15:00,Credit Card,35.99,3.24,2.88,No,,In-Store,Rep-964,Northern Europe
S659223871,65922,12151,2017-09-01 07:03:00,Credit Card,89.99,9.0,7.2,Yes,2017-09-23 07:03:00,In-Store,Rep-980,Western Europe
S659225873,65922,12151,2017-09-11 07:03:00,PayPal,89.99,9.0,7.2,Yes,2017-09-30 07:03:00,In-Store,Rep-564,Western Europe
S639365447,63936,11329,2017-08-21 07:16:00,Bank Transfer,30.0,2.1,2.4,No,,In-Store,Rep-559,Western Europe
S639367515,63936,11329,2017-08-11 07:16:00,Bank Transfer,30.0,2.1,2.4,No,,Wholesale,Rep-171,Western Europe
S639367763,63936,11329,2017-08-09 07:16:00,PayPal,30.0,2.1,2.4,No,,In-Store,Rep-622,Western Europe
S639361064,63936,11329,2017-07-28 07:16:00,Bank Transfer,30.0,2.1,2.4,Yes,2017-08-17 07:16:00,Online,Rep-961,Western Europe
S639367934,63936,11329,2017-07-24 07:16:00,Credit Card,30.0,2.1,2.4,No,,Wholesale,Rep-934,Western Europe
S648134558,64813,10018,2017-08-27 02:31:00,Bank Transfer,59.99,6.0,4.8,No,,Wholesale,Rep-751,Northern Europe
S648134331,64813,10018,2017-08-17 02:31:00,Cash,59.99,6.0,4.8,No,,Wholesale,Rep-647,Northern Europe
S678922652,67892,3182,2017-09-22 01:14:00,Credit Card,50.0,12.5,4.0,Yes,2017-10-02 01:14:00,In-Store,Rep-423,Western Europe
S678927715,67892,3182,2017-09-25 01:14:00,PayPal,50.0,12.5,4.0,Yes,2017-10-22 01:14:00,Wholesale,Rep-143,Western Europe
S678925154,67892,3182,2017-10-18 01:14:00,Bank Transfer,50.0,12.5,4.0,No,,Online,Rep-740,Western Europe
S125252015,12525,4936,2015-07-23 19:42:00,Credit Card,13.19,2.11,1.06,Yes,2015-08-12 19:42:00,In-Store,Rep-330,Western Europe
S125253581,12525,4936,2015-07-14 19:42:00,Cash,13.19,2.11,1.06,No,,In-Store,Rep-511,Western Europe
S125256544,12525,4936,2015-07-08 19:42:00,Cash,13.19,2.11,1.06,No,,Wholesale,Rep-484,Western Europe
S125257880,12525,4936,2015-07-27 19:42:00,Cash,13.19,2.11,1.06,No,,Wholesale,Rep-191,Western Europe
S125254261,12525,4936,2015-07-25 19:42:00,Cash,13.19,2.11,1.06,Yes,2015-08-23 19:42:00,In-Store,Rep-890,Western Europe
S58956995,5895,8707,2015-04-07 00:55:00,Cash,299.97,0.0,24.0,No,,Online,Rep-574,Central America
S563597286,56359,1025,2017-04-23 16:43:00,Credit Card,44.99,0.45,3.6,No,,In-Store,Rep-733,Central America
S563596817,56359,1025,2017-04-05 16:43:00,Cash,44.99,0.45,3.6,No,,Wholesale,Rep-514,Central America
S563596674,56359,1025,2017-04-29 16:43:00,Cash,44.99,0.45,3.6,No,,Online,Rep-692,Central America
S563595265,56359,1025,2017-04-05 16:43:00,Bank Transfer,44.99,0.45,3.6,Yes,2017-04-27 16:43:00,Online,Rep-556,Central America
S586131580,58613,8831,2017-06-02 14:23:00,Bank Transfer,179.97,9.0,14.4,No,,Wholesale,Rep-201,Central America
S78249137,7824,10679,2015-05-22 04:44:00,Bank Transfer,35.99,1.98,2.88,No,,Wholesale,Rep-244,Caribbean
S78241769,7824,10679,2015-05-03 04:44:00,PayPal,35.99,1.98,2.88,Yes,2015-05-31 04:44:00,In-Store,Rep-249,Caribbean
S78243634,7824,10679,2015-05-22 04:44:00,Cash,35.99,1.98,2.88,Yes,2015-06-19 04:44:00,Wholesale,Rep-106,Caribbean
S78248851,7824,10679,2015-05-04 04:44:00,PayPal,35.99,1.98,2.88,Yes,2015-05-14 04:44:00,Online,Rep-426,Caribbean
S78246152,7824,10679,2015-05-17 04:44:00,Bank Transfer,35.99,1.98,2.88,Yes,2015-06-09 04:44:00,Wholesale,Rep-533,Caribbean
S78142041,7814,5007,2015-05-09 01:14:00,PayPal,59.99,4.2,4.8,Yes,2015-05-14 01:14:00,Wholesale,Rep-359,South America
S78147636,7814,5007,2015-05-12 01:14:00,Credit Card,59.99,4.2,4.8,Yes,2015-05-28 01:14:00,Wholesale,Rep-475,South America
S78143194,7814,5007,2015-05-18 01:14:00,Bank Transfer,59.99,4.2,4.8,No,,Online,Rep-146,South America
S78147293,7814,5007,2015-05-22 01:14:00,Bank Transfer,89.99,8.1,7.2,No,,Wholesale,Rep-947,South America
S78148033,7814,5007,2015-05-19 01:14:00,Bank Transfer,89.99,8.1,7.2,No,,Wholesale,Rep-103,South America
S608078626,60807,9854,2017-06-08 15:03:00,PayPal,44.99,6.75,3.6,No,,In-Store,Rep-523,Caribbean
S608079857,60807,9854,2017-06-18 15:03:00,Credit Card,44.99,6.75,3.6,Yes,2017-07-08 15:03:00,In-Store,Rep-213,Caribbean
S608077335,60807,9854,2017-06-20 15:03:00,Cash,44.99,6.75,3.6,No,,In-Store,Rep-135,Caribbean
S608076673,60807,9854,2017-06-25 15:03:00,PayPal,44.99,6.75,3.6,No,,Wholesale,Rep-943,Caribbean
S534134625,53413,376,2017-03-10 16:36:00,Credit Card,59.99,9.0,4.8,No,,Online,Rep-165,South America
S534131677,53413,376,2017-03-01 16:36:00,PayPal,59.99,9.0,4.8,Yes,2017-03-19 16:36:00,In-Store,Rep-479,South America
S534137183,53413,376,2017-03-01 16:36:00,Cash,59.99,9.0,4.8,Yes,2017-03-25 16:36:00,Wholesale,Rep-992,South America
S78881647,7888,5417,2015-05-05 03:10:00,Bank Transfer,50.0,0.0,4.0,Yes,2015-05-18 03:10:00,Wholesale,Rep-948,Central America
S78884766,7888,5417,2015-05-07 03:10:00,Credit Card,50.0,0.0,4.0,No,,Wholesale,Rep-210,Central America
S78886263,7888,5417,2015-05-21 03:10:00,Cash,50.0,0.0,4.0,Yes,2015-05-28 03:10:00,In-Store,Rep-452,Central America
S67838345,6783,10759,2015-05-03 00:02:00,Cash,59.99,2.4,4.8,No,,Online,Rep-570,Central America
S67838797,6783,10759,2015-05-02 00:02:00,PayPal,59.99,2.4,4.8,Yes,2015-05-12 00:02:00,Online,Rep-120,Central America
S569737517,56973,8541,2017-04-15 15:49:00,Cash,50.0,2.0,4.0,No,,Online,Rep-331,South America
S569735064,56973,8541,2017-05-03 15:49:00,Credit Card,50.0,2.0,4.0,No,,In-Store,Rep-429,South America
S569731378,56973,8541,2017-04-29 15:49:00,Bank Transfer,50.0,2.0,4.0,Yes,2017-05-11 15:49:00,In-Store,Rep-174,South America
S78246855,7824,10679,2015-05-22 04:44:00,Credit Card,75.0,3.75,6.0,No,,In-Store,Rep-872,Caribbean
S78243649,7824,10679,2015-05-14 04:44:00,Credit Card,75.0,3.75,6.0,No,,Online,Rep-738,Caribbean
S551554920,55155,3752,2017-03-27 02:54:00,Bank Transfer,37.5,2.62,3.0,Yes,2017-04-05 02:54:00,Wholesale,Rep-353,Central America
S551559621,55155,3752,2017-04-03 02:54:00,Credit Card,37.5,2.62,3.0,Yes,2017-04-09 02:54:00,In-Store,Rep-329,Central America
S551556376,55155,3752,2017-03-25 02:54:00,PayPal,37.5,2.62,3.0,Yes,2017-04-16 02:54:00,Wholesale,Rep-415,Central America
S551551462,55155,3752,2017-04-05 02:54:00,Cash,37.5,2.62,3.0,No,,Online,Rep-673,Central America
S59915587,5991,4673,2015-04-19 10:33:00,Credit Card,150.0,18.0,12.0,No,,In-Store,Rep-713,Central America
S22631954,2263,5367,2015-02-26 00:28:00,Cash,75.0,9.0,6.0,Yes,2015-03-18 00:28:00,Online,Rep-216,Central America
S22633923,2263,5367,2015-02-07 00:28:00,Bank Transfer,75.0,9.0,6.0,No,,In-Store,Rep-659,Central America
S22635283,2263,5367,2015-02-23 00:28:00,Bank Transfer,37.5,4.88,3.0,Yes,2015-03-23 00:28:00,Wholesale,Rep-704,Central America
S22632681,2263,5367,2015-02-15 00:28:00,Bank Transfer,37.5,4.88,3.0,No,,Wholesale,Rep-433,Central America
S22636362,2263,5367,2015-02-26 00:28:00,Credit Card,37.5,4.88,3.0,Yes,2015-03-26 00:28:00,Wholesale,Rep-614,Central America
S22637861,2263,5367,2015-02-11 00:28:00,Bank Transfer,37.5,4.88,3.0,Yes,2015-02-24 00:28:00,Wholesale,Rep-241,Central America
S534039126,53403,10485,2017-03-04 13:05:00,PayPal,37.5,6.38,3.0,No,,Wholesale,Rep-195,Central America
S534036313,53403,10485,2017-03-06 13:05:00,Credit Card,37.5,6.38,3.0,No,,Online,Rep-579,Central America
S534035157,53403,10485,2017-03-09 13:05:00,PayPal,37.5,6.38,3.0,Yes,2017-04-04 13:05:00,Online,Rep-523,Central America
S534036574,53403,10485,2017-02-27 13:05:00,PayPal,37.5,6.38,3.0,No,,Online,Rep-452,Central America
S512988271,51298,9272,2017-02-12 19:37:00,Credit Card,23.99,4.08,1.92,No,,Wholesale,Rep-931,South America
S512989630,51298,9272,2017-02-09 19:37:00,Bank Transfer,23.99,4.08,1.92,No,,In-Store,Rep-115,South America
S512989607,51298,9272,2017-01-26 19:37:00,Cash,23.99,4.08,1.92,No,,Wholesale,Rep-432,South America
S512989206,51298,9272,2017-01-19 19:37:00,PayPal,23.99,4.08,1.92,Yes,2017-02-10 19:37:00,Online,Rep-997,South America
S512984785,51298,9272,2017-01-19 19:37:00,Credit Card,23.99,4.08,1.92,Yes,2017-02-01 19:37:00,In-Store,Rep-397,South America
S49196128,4919,647,2015-04-01 18:59:00,Cash,83.33,3.33,6.67,No,,In-Store,Rep-268,South America
S49197324,4919,647,2015-03-19 18:59:00,Credit Card,83.33,3.33,6.67,Yes,2015-04-11 18:59:00,Online,Rep-802,South America
S49194760,4919,647,2015-03-28 18:59:00,Cash,83.33,3.33,6.67,Yes,2015-04-25 18:59:00,Wholesale,Rep-128,South America
S526405187,52640,6398,2017-02-10 09:47:00,Bank Transfer,99.97,5.0,8.0,No,,In-Store,Rep-600,South America
S526406309,52640,6398,2017-03-01 09:47:00,Bank Transfer,99.97,5.0,8.0,Yes,2017-03-26 09:47:00,Wholesale,Rep-900,South America
S63589224,6358,4209,2015-04-21 19:08:00,PayPal,49.99,2.75,4.0,Yes,2015-05-06 19:08:00,In-Store,Rep-508,South America
S63587852,6358,4209,2015-04-10 19:08:00,Bank Transfer,49.99,2.75,4.0,Yes,2015-04-18 19:08:00,In-Store,Rep-577,South America
S63587990,6358,4209,2015-05-02 19:08:00,Credit Card,49.99,2.75,4.0,Yes,2015-05-28 19:08:00,In-Store,Rep-124,South America
S63586539,6358,4209,2015-04-15 19:08:00,PayPal,49.99,2.75,4.0,Yes,2015-04-27 19:08:00,Wholesale,Rep-245,South America
S571064978,57106,8917,2017-04-30 14:25:00,PayPal,125.0,6.88,10.0,No,,In-Store,Rep-589,South America
S571067029,57106,8917,2017-05-11 14:25:00,Credit Card,125.0,6.88,10.0,Yes,2017-05-25 14:25:00,Online,Rep-655,South America
S62459135,6245,7784,2015-04-04 03:33:00,Bank Transfer,250.0,13.75,20.0,Yes,2015-04-26 03:33:00,Online,Rep-601,South America
S521669355,52166,1425,2017-02-02 11:43:00,Bank Transfer,37.5,3.38,3.0,Yes,2017-02-08 11:43:00,Online,Rep-447,Caribbean
S521662109,52166,1425,2017-02-02 11:43:00,Credit Card,37.5,3.38,3.0,Yes,2017-02-22 11:43:00,Wholesale,Rep-735,Caribbean
S521663873,52166,1425,2017-02-06 11:43:00,PayPal,37.5,3.38,3.0,Yes,2017-02-12 11:43:00,Wholesale,Rep-519,Caribbean
S521664085,52166,1425,2017-02-18 11:43:00,Credit Card,37.5,3.38,3.0,No,,In-Store,Rep-547,Caribbean
S561723490,56172,2737,2017-04-03 23:12:00,Credit Card,39.99,3.6,3.2,No,,Wholesale,Rep-193,Caribbean
S561729709,56172,2737,2017-04-25 23:12:00,Bank Transfer,39.99,3.6,3.2,Yes,2017-04-30 23:12:00,Wholesale,Rep-123,Caribbean
S561725595,56172,2737,2017-04-07 23:12:00,Credit Card,39.99,3.6,3.2,No,,Wholesale,Rep-466,Caribbean
S561728937,56172,2737,2017-04-08 23:12:00,PayPal,39.99,3.6,3.2,Yes,2017-05-06 23:12:00,Online,Rep-401,Caribbean
S561725794,56172,2737,2017-04-09 23:12:00,Bank Transfer,39.99,3.6,3.2,Yes,2017-05-07 23:12:00,Wholesale,Rep-461,Caribbean
S558297022,55829,6428,2017-03-26 23:02:00,Bank Transfer,250.0,25.0,20.0,No,,Wholesale,Rep-362,Caribbean
S524785399,52478,6543,2017-02-21 01:01:00,Credit Card,125.0,12.5,10.0,Yes,2017-03-07 01:01:00,In-Store,Rep-496,Central America
S524782672,52478,6543,2017-03-01 01:01:00,Cash,125.0,12.5,10.0,Yes,2017-03-13 01:01:00,Online,Rep-224,Central America
S572429285,57242,3990,2017-04-20 14:04:00,PayPal,199.95,25.99,16.0,Yes,2017-05-08 14:04:00,Online,Rep-801,Central America
S31373775,3137,8524,2015-03-14 18:40:00,Cash,125.0,16.25,10.0,No,,Online,Rep-333,Central America
S31371943,3137,8524,2015-02-21 18:40:00,Bank Transfer,125.0,16.25,10.0,Yes,2015-03-12 18:40:00,In-Store,Rep-720,Central America
S601271925,60127,9204,2017-06-22 16:48:00,PayPal,250.0,32.5,20.0,Yes,2017-07-14 16:48:00,Wholesale,Rep-530,South America
S38287035,3828,11761,2015-03-25 20:46:00,Bank Transfer,199.95,29.99,16.0,No,,Wholesale,Rep-810,Central America
S603864817,60386,9554,2017-06-20 11:33:00,PayPal,50.0,7.5,4.0,No,,In-Store,Rep-657,South America
S603864131,60386,9554,2017-06-08 11:33:00,Bank Transfer,50.0,7.5,4.0,Yes,2017-06-21 11:33:00,Wholesale,Rep-294,South America
S603866285,60386,9554,2017-06-27 11:33:00,Credit Card,50.0,7.5,4.0,No,,Online,Rep-400,South America
S603861309,60386,9554,2017-06-11 11:33:00,PayPal,50.0,7.5,4.0,No,,In-Store,Rep-965,South America
S603868515,60386,9554,2017-06-19 11:33:00,Credit Card,50.0,7.5,4.0,No,,Online,Rep-584,South America
S9736134,973,5118,2015-01-21 04:32:00,PayPal,49.99,8.0,4.0,Yes,2015-02-05 04:32:00,Wholesale,Rep-335,Caribbean
S9733979,973,5118,2015-02-05 04:32:00,Bank Transfer,49.99,8.0,4.0,Yes,2015-02-10 04:32:00,Online,Rep-933,Caribbean
S9731553,973,5118,2015-01-30 04:32:00,Bank Transfer,49.99,8.0,4.0,No,,In-Store,Rep-316,Caribbean
S9733208,973,5118,2015-01-27 04:32:00,Cash,49.99,8.0,4.0,No,,Wholesale,Rep-177,Caribbean
S579995055,57999,5506,2017-05-08 15:16:00,PayPal,50.0,8.5,4.0,Yes,2017-05-18 15:16:00,Wholesale,Rep-660,Central America
S579993680,57999,5506,2017-05-26 15:16:00,Credit Card,50.0,8.5,4.0,Yes,2017-06-05 15:16:00,Online,Rep-296,Central America
S579999421,57999,5506,2017-05-13 15:16:00,Credit Card,50.0,8.5,4.0,Yes,2017-06-04 15:16:00,Wholesale,Rep-368,Central America
S579998282,57999,5506,2017-05-21 15:16:00,Cash,50.0,8.5,4.0,No,,Wholesale,Rep-246,Central America
S579994696,57999,5506,2017-05-10 15:16:00,PayPal,50.0,8.5,4.0,No,,Wholesale,Rep-249,Central America
S545856595,54585,1423,2017-03-19 19:12:00,Bank Transfer,50.0,8.5,4.0,Yes,2017-04-06 19:12:00,Wholesale,Rep-305,South America
S545856313,54585,1423,2017-03-24 19:12:00,Bank Transfer,50.0,8.5,4.0,No,,In-Store,Rep-725,South America
S545853350,54585,1423,2017-04-03 19:12:00,PayPal,50.0,8.5,4.0,No,,Online,Rep-863,South America
S545857973,54585,1423,2017-03-12 19:12:00,PayPal,50.0,8.5,4.0,No,,Wholesale,Rep-108,South America
S545856966,54585,1423,2017-03-11 19:12:00,Bank Transfer,50.0,8.5,4.0,Yes,2017-03-21 19:12:00,In-Store,Rep-335,South America
S575989308,57598,138,2017-04-26 18:47:00,Credit Card,62.5,12.5,5.0,Yes,2017-05-01 18:47:00,In-Store,Rep-553,Caribbean
S575982960,57598,138,2017-05-09 18:47:00,PayPal,62.5,12.5,5.0,Yes,2017-05-15 18:47:00,Wholesale,Rep-586,Caribbean
S575983689,57598,138,2017-05-12 18:47:00,Credit Card,62.5,12.5,5.0,Yes,2017-05-30 18:47:00,Online,Rep-357,Caribbean
S575984082,57598,138,2017-04-28 18:47:00,PayPal,62.5,12.5,5.0,No,,In-Store,Rep-406,Caribbean
S542748377,54274,6360,2017-03-22 06:14:00,Credit Card,62.5,12.5,5.0,Yes,2017-04-16 06:14:00,Wholesale,Rep-614,Central America
S542747112,54274,6360,2017-03-12 06:14:00,Bank Transfer,62.5,12.5,5.0,No,,Online,Rep-268,Central America
S542742123,54274,6360,2017-03-05 06:14:00,Credit Card,62.5,12.5,5.0,Yes,2017-03-17 06:14:00,Online,Rep-335,Central America
S542748711,54274,6360,2017-03-16 06:14:00,Credit Card,62.5,12.5,5.0,No,,In-Store,Rep-522,Central America
S606739538,60673,2053,2017-06-20 16:06:00,Credit Card,49.99,12.5,4.0,Yes,2017-06-29 16:06:00,Online,Rep-347,Central America
S606737172,60673,2053,2017-06-25 16:06:00,Credit Card,49.99,12.5,4.0,No,,In-Store,Rep-889,Central America
S606736847,60673,2053,2017-06-15 16:06:00,Bank Transfer,49.99,12.5,4.0,Yes,2017-06-29 16:06:00,Online,Rep-269,Central America
S606734039,60673,2053,2017-07-01 16:06:00,Bank Transfer,49.99,12.5,4.0,No,,In-Store,Rep-309,Central America
S593879136,59387,10344,2017-06-03 21:33:00,Credit Card,83.33,20.83,6.67,Yes,2017-06-26 21:33:00,Wholesale,Rep-743,Central America
S593872180,59387,10344,2017-05-22 21:33:00,Cash,83.33,20.83,6.67,Yes,2017-06-13 21:33:00,Online,Rep-478,Central America
S593872875,59387,10344,2017-06-13 21:33:00,Credit Card,83.33,20.83,6.67,Yes,2017-06-27 21:33:00,In-Store,Rep-223,Central America
S526407575,52640,6398,2017-02-14 09:47:00,PayPal,125.0,31.25,10.0,Yes,2017-03-11 09:47:00,Wholesale,Rep-736,South America
S526402444,52640,6398,2017-02-20 09:47:00,PayPal,125.0,31.25,10.0,Yes,2017-02-26 09:47:00,Wholesale,Rep-632,South America
S100075345,10007,3375,2015-06-09 01:32:00,Cash,62.5,15.62,5.0,Yes,2015-07-09 01:32:00,Online,Rep-710,South America
S100078328,10007,3375,2015-06-03 01:32:00,Cash,62.5,15.62,5.0,No,,Online,Rep-459,South America
S100079181,10007,3375,2015-06-01 01:32:00,Cash,62.5,15.62,5.0,No,,In-Store,Rep-820,South America
S100075697,10007,3375,2015-06-15 01:32:00,Credit Card,62.5,15.62,5.0,No,,Online,Rep-801,South America
S559844495,55984,1339,2017-04-26 05:20:00,Bank Transfer,59.99,0.6,4.8,Yes,2017-05-01 05:20:00,In-Store,Rep-201,Central America
S559844943,55984,1339,2017-04-14 05:20:00,PayPal,59.99,0.6,4.8,Yes,2017-04-27 05:20:00,Online,Rep-110,Central America
S559842420,55984,1339,2017-04-25 05:20:00,PayPal,59.99,0.6,4.8,No,,In-Store,Rep-339,Central America
S559846203,55984,1339,2017-04-20 05:20:00,Credit Card,59.99,0.6,4.8,No,,Wholesale,Rep-565,Central America
S524781148,52478,6543,2017-03-01 01:01:00,Cash,79.97,3.2,6.4,No,,Online,Rep-644,Central America
S524787285,52478,6543,2017-02-16 01:01:00,Credit Card,79.97,3.2,6.4,Yes,2017-03-12 01:01:00,Online,Rep-160,Central America
S583752336,58375,3990,2017-05-22 03:00:00,Credit Card,224.98,27.0,18.0,No,,In-Store,Rep-743,Central America
S583755665,58375,3990,2017-05-07 03:00:00,Cash,224.98,27.0,18.0,No,,Wholesale,Rep-918,Central America
S564485163,56448,7247,2017-04-04 23:53:00,Cash,29.99,5.1,2.4,No,,In-Store,Rep-898,Caribbean
S564484588,56448,7247,2017-04-23 23:53:00,Bank Transfer,29.99,5.1,2.4,No,,In-Store,Rep-356,Caribbean
S564487522,56448,7247,2017-05-02 23:53:00,Cash,29.99,5.1,2.4,Yes,2017-05-31 23:53:00,In-Store,Rep-204,Caribbean
S564484423,56448,7247,2017-05-03 23:53:00,Bank Transfer,29.99,5.1,2.4,Yes,2017-05-11 23:53:00,Wholesale,Rep-579,Caribbean
S564487963,56448,7247,2017-04-04 23:53:00,Bank Transfer,29.99,5.1,2.4,Yes,2017-04-19 23:53:00,Wholesale,Rep-537,Caribbean
S82211228,8221,1273,2015-05-27 23:49:00,PayPal,99.98,5.0,8.0,Yes,2015-06-17 23:49:00,In-Store,Rep-631,South America
S82211880,8221,1273,2015-05-05 23:49:00,Credit Card,99.98,5.0,8.0,No,,In-Store,Rep-201,South America
S82215475,8221,1273,2015-05-07 23:49:00,PayPal,99.98,5.0,8.0,No,,Wholesale,Rep-437,South America
S580345130,58034,6277,2017-05-15 03:32:00,PayPal,249.98,0.0,20.0,Yes,2017-06-02 03:32:00,Wholesale,Rep-747,Central America
S580344144,58034,6277,2017-05-16 03:32:00,PayPal,249.98,0.0,20.0,Yes,2017-05-28 03:32:00,Online,Rep-359,Central America
S22033037,2203,7701,2015-02-03 03:27:00,Bank Transfer,249.98,2.5,20.0,No,,In-Store,Rep-985,Central America
S22034499,2203,7701,2015-02-16 03:27:00,Credit Card,249.98,2.5,20.0,No,,Online,Rep-177,Central America
S530698246,53069,4126,2017-03-05 16:05:00,Credit Card,499.95,15.0,40.0,Yes,2017-04-02 16:05:00,In-Store,Rep-837,South America
S601463253,60146,9528,2017-06-20 23:28:00,Credit Card,499.95,20.0,40.0,No,,In-Store,Rep-850,Central America
S554095073,55409,1853,2017-04-02 19:53:00,Cash,124.99,5.0,10.0,No,,Online,Rep-631,South America
S554095444,55409,1853,2017-04-14 19:53:00,Credit Card,124.99,5.0,10.0,No,,Online,Rep-800,South America
S554093502,55409,1853,2017-04-07 19:53:00,Cash,124.99,5.0,10.0,No,,Wholesale,Rep-174,South America
S554092996,55409,1853,2017-04-03 19:53:00,Credit Card,124.99,5.0,10.0,Yes,2017-04-21 19:53:00,In-Store,Rep-506,South America
S86786624,8678,11149,2015-05-24 15:56:00,Bank Transfer,124.99,6.25,10.0,Yes,2015-06-18 15:56:00,Wholesale,Rep-657,Central America
S86787418,8678,11149,2015-05-08 15:56:00,Cash,124.99,6.25,10.0,No,,In-Store,Rep-296,Central America
S86783968,8678,11149,2015-05-26 15:56:00,Cash,124.99,6.25,10.0,Yes,2015-06-04 15:56:00,In-Store,Rep-572,Central America
S86789441,8678,11149,2015-05-20 15:56:00,Cash,124.99,6.25,10.0,No,,Online,Rep-135,Central America
S79804473,7980,5828,2015-05-07 11:23:00,PayPal,124.99,6.25,10.0,No,,In-Store,Rep-355,Central America
S79801108,7980,5828,2015-05-20 11:23:00,Credit Card,124.99,6.25,10.0,Yes,2015-06-12 11:23:00,In-Store,Rep-148,Central America
S79806162,7980,5828,2015-05-05 11:23:00,PayPal,124.99,6.25,10.0,No,,In-Store,Rep-363,Central America
S79803756,7980,5828,2015-05-21 11:23:00,Bank Transfer,124.99,6.25,10.0,No,,In-Store,Rep-213,Central America
S571852044,57185,6887,2017-05-09 18:06:00,Bank Transfer,499.95,50.0,40.0,No,,In-Store,Rep-177,Central America
S86365140,8636,4781,2015-05-29 01:13:00,Credit Card,166.65,16.67,13.33,No,,In-Store,Rep-682,South America
S86366577,8636,4781,2015-05-18 01:13:00,Credit Card,166.65,16.67,13.33,No,,Online,Rep-569,South America
S86363012,8636,4781,2015-05-30 01:13:00,PayPal,166.65,16.67,13.33,No,,Wholesale,Rep-908,South America
S611929307,61192,10668,2017-07-09 05:55:00,Bank Transfer,149.98,37.5,12.0,No,,Online,Rep-854,South America
S611926021,61192,10668,2017-07-12 05:55:00,Bank Transfer,149.98,37.5,12.0,No,,Online,Rep-925,South America
S611927325,61192,10668,2017-06-17 05:55:00,Bank Transfer,149.98,37.5,12.0,Yes,2017-07-08 05:55:00,In-Store,Rep-542,South America
S558763030,55876,5421,2017-03-29 15:30:00,Bank Transfer,299.95,0.0,24.0,No,,Wholesale,Rep-342,Central America
S533314507,53331,10200,2017-03-04 11:52:00,Bank Transfer,59.99,0.6,4.8,Yes,2017-03-20 11:52:00,In-Store,Rep-204,Central America
S533312141,53331,10200,2017-02-22 11:52:00,PayPal,59.99,0.6,4.8,No,,Online,Rep-831,Central America
S533319077,53331,10200,2017-03-11 11:52:00,Bank Transfer,59.99,0.6,4.8,No,,Wholesale,Rep-187,Central America
S533318861,53331,10200,2017-02-18 11:52:00,Cash,59.99,0.6,4.8,No,,Wholesale,Rep-664,Central America
S533316944,53331,10200,2017-03-01 11:52:00,PayPal,59.99,0.6,4.8,No,,Online,Rep-999,Central America
S517253454,51725,11254,2017-02-10 01:13:00,Credit Card,74.99,0.75,6.0,Yes,2017-02-18 01:13:00,In-Store,Rep-993,Central America
S517259838,51725,11254,2017-02-17 01:13:00,Cash,74.99,0.75,6.0,Yes,2017-03-19 01:13:00,Online,Rep-768,Central America
S517254765,51725,11254,2017-02-07 01:13:00,Cash,74.99,0.75,6.0,No,,Wholesale,Rep-837,Central America
S517251518,51725,11254,2017-02-02 01:13:00,PayPal,74.99,0.75,6.0,Yes,2017-02-17 01:13:00,In-Store,Rep-901,Central America
S525626651,52562,11106,2017-02-07 06:27:00,Credit Card,74.99,1.5,6.0,No,,Online,Rep-769,South America
S525626760,52562,11106,2017-02-21 06:27:00,PayPal,74.99,1.5,6.0,Yes,2017-03-02 06:27:00,Wholesale,Rep-344,South America
S525627244,52562,11106,2017-02-27 06:27:00,PayPal,74.99,1.5,6.0,No,,Wholesale,Rep-148,South America
S525627080,52562,11106,2017-03-05 06:27:00,PayPal,74.99,1.5,6.0,Yes,2017-04-03 06:27:00,In-Store,Rep-466,South America
S597548787,59754,8456,2017-06-13 06:08:00,Credit Card,74.99,2.25,6.0,Yes,2017-06-18 06:08:00,Online,Rep-120,Central America
S597546789,59754,8456,2017-06-13 06:08:00,Cash,74.99,2.25,6.0,No,,Wholesale,Rep-595,Central America
S597543030,59754,8456,2017-06-20 06:08:00,Bank Transfer,74.99,2.25,6.0,Yes,2017-07-09 06:08:00,In-Store,Rep-494,Central America
S597547176,59754,8456,2017-06-12 06:08:00,Bank Transfer,74.99,2.25,6.0,No,,Wholesale,Rep-354,Central America
S535749244,53574,6149,2017-03-12 01:00:00,Bank Transfer,74.99,3.0,6.0,No,,Online,Rep-809,Central America
S535746586,53574,6149,2017-03-10 01:00:00,Credit Card,74.99,3.0,6.0,No,,Wholesale,Rep-561,Central America
S535745946,53574,6149,2017-03-02 01:00:00,Credit Card,74.99,3.0,6.0,Yes,2017-03-13 01:00:00,Wholesale,Rep-206,Central America
S535749770,53574,6149,2017-03-17 01:00:00,PayPal,74.99,3.0,6.0,Yes,2017-04-16 01:00:00,Wholesale,Rep-762,Central America
S3992868,399,1473,2015-01-16 19:26:00,Bank Transfer,74.99,4.12,6.0,Yes,2015-02-12 19:26:00,Wholesale,Rep-423,Central America
S3995455,399,1473,2015-01-13 19:26:00,Credit Card,74.99,4.12,6.0,No,,In-Store,Rep-615,Central America
S3992552,399,1473,2015-01-27 19:26:00,Cash,74.99,4.12,6.0,Yes,2015-02-12 19:26:00,In-Store,Rep-508,Central America
S3998416,399,1473,2015-01-21 19:26:00,Cash,74.99,4.12,6.0,Yes,2015-02-14 19:26:00,Wholesale,Rep-566,Central America
S510509727,51050,1840,2017-02-10 04:44:00,Cash,99.99,13.0,8.0,Yes,2017-02-25 04:44:00,Wholesale,Rep-564,Central Africa
