Competitor Id,Competitor Name,Market,Product Name,Category Name,Sales Volume,Revenue,Profit Margin,Customer Satisfaction,Marketing Channel,Promotion Strategy,Shipping Efficiency,Return Rate,Customer Loyalty Index,Advertising Budget,Competitor Store Type,Product Availability
24,Omega Mart,USCA,Merrell Women's Grassbow Sport Waterproof Hik,Shop By Sport,46855,488205.11,6.1,83,Affiliate,Loyalty Programs,9.9,0.06,66,31422.28,Hybrid,94.49
43,Delta Retailers,Africa,Nike Dri-FIT Crew Sock 6 Pack,Baby ,39430,142321.89,11.27,57,Content Marketing,Bundle Offers,7.7,0.71,96,40977.23,Online,72.05
16,Alpha Retailers,Europe,Smart watch ,Basketball,47651,223751.72,9.69,78,Affiliate,Discounts,6.69,3.7,98,17521.9,Physical,99.38
25,United Mart,LATAM,SOLE E25 Elliptical,Health and Beauty,8628,254719.39,14.55,57,Email Marketing,Discounts,2.47,9.8,76,26700.3,Online,99.71
37,United Market,Europe,LIJA Women's Eyelet Sleeveless Golf Polo,Health and Beauty,45163,119688.17,19.64,67,Social Media,Discounts,9.51,5.34,82,18779.49,Hybrid,76.56
27,United Outlet,LATAM,Toys ,Hunting & Shooting,23449,266354.86,11.93,91,SEO,Loyalty Programs,7.16,0.19,93,13860.63,Online,86.58
25,Premier Mart,Africa,SOLE E25 Elliptical,Cardio Equipment,36437,180055.29,7.6,58,Affiliate,,6.89,9.48,65,30761.78,Hybrid,74.47
38,Alpha Store,LATAM,Smart watch ,Tennis & Racquet,19994,225150.45,22.91,81,Social Media,Loyalty Programs,1.11,8.81,83,31265.2,Physical,73.69
5,Epsilon Retailers,Africa,Porcelain crafts,Girls' Apparel,3667,80644.12,5.15,56,SEO,Flash Sales,3.52,0.15,89,22396.96,Physical,85.65
17,Alpha Distributors,LATAM,Titleist Pro V1x Golf Balls,Cameras ,17406,409474.83,24.18,100,Social Media,Flash Sales,1.6,8.22,98,41030.19,Hybrid,99.58
34,Gamma Traders,Europe,Pelican Sunstream 100 Kayak,Girls' Apparel,20716,499269.02,20.45,98,Email Marketing,Flash Sales,7.32,9.12,54,15623.05,Physical,97.19
19,United Mart,Europe,Team Golf St. Louis Cardinals Putter Grip,As Seen on  TV!,30058,357531.42,20.51,71,Content Marketing,Bundle Offers,6.08,8.4,56,21942.09,Hybrid,87.6
9,Premier Outlet,USCA,Team Golf New England Patriots Putter Grip,Golf Apparel,21576,55717.24,15.58,57,SEO,,6.07,0.66,66,25646.73,Hybrid,95.42
13,Beta Shop,Europe,Glove It Women's Mod Oval 3-Zip Carry All Gol,As Seen on  TV!,10075,105497.66,10.01,58,Affiliate,Bundle Offers,6.77,8.59,61,28412.65,Physical,98.1
49,Omega Mart,Pacific Asia,Polar Loop Activity Tracker,Girls' Apparel,33378,349540.3,20.05,56,Affiliate,Discounts,1.51,8.59,87,24312.61,Hybrid,83.31
4,Delta Mart,Africa,Team Golf New England Patriots Putter Grip,DVDs,40802,155997.68,20.79,86,Affiliate,Bundle Offers,5.95,5.51,94,8198.94,Physical,71.89
18,Gamma Traders,LATAM,Nike Kids' Grade School KD VI Basketball Shoe,Golf Shoes,44100,157036.25,9.66,75,PPC,Discounts,4.4,6.94,68,15212.1,Online,93.16
28,Gamma Mart,LATAM,adidas Men's Germany Black Crest Away Tee,Children's Clothing,41165,98545.33,12.96,63,Email Marketing,Bundle Offers,3.3,4.09,52,17171.74,Online,82.31
45,United Store,Africa,ENO Atlas Hammock Straps,Kids' Golf Clubs,39710,427283.48,19.72,71,Social Media,,3.16,0.99,70,32301.73,Online,76.63
33,Alpha Outlet,USCA,Garmin Approach S4 Golf GPS Watch,Men's Golf Clubs,46463,122787.51,17.81,93,Content Marketing,,7.21,0.47,92,28807.69,Online,99.38
26,Elite Retailers,Africa,Toys ,Hunting & Shooting,15678,497214.66,7.17,66,PPC,Bundle Offers,5.13,2.72,82,35577.67,Online,77.95
39,Beta Store,USCA,Nike Men's Free TR 5.0 TB Training Shoe,Pet Supplies,12145,235813.65,12.57,63,Social Media,Discounts,8.27,9.99,100,44931.29,Hybrid,81.74
33,Delta Market,Pacific Asia,Bag Boy M330 Push Cart,Men's Footwear,19268,372641.92,15.49,50,SEO,Bundle Offers,2.46,9.17,93,17712.44,Physical,81.52
22,Delta Distributors,Pacific Asia,Under Armour Men's Tech II T-Shirt,Kids' Golf Clubs,22470,173003.96,18.14,97,Affiliate,Flash Sales,1.64,5.04,79,9049.97,Hybrid,74.06
21,Premier Distributors,LATAM,Under Armour Kids' Mercenary Slide,DVDs,46542,272054.2,7.47,100,Affiliate,Flash Sales,4.11,4.38,71,39251.04,Physical,79.25
29,Elite Shop,USCA,SOLE E25 Elliptical,Books ,14242,136406.31,5.46,78,SEO,Flash Sales,8.03,7.54,95,19187.17,Physical,77.52
32,Beta Mart,LATAM,O'Brien Men's Neoprene Life Vest,Golf Apparel,28710,423316.4,15.58,54,Social Media,Bundle Offers,6.02,2.67,67,34576.79,Physical,79.98
48,Gamma Retailers,Africa,Columbia Men's PFG Anchor Tough T-Shirt,Men's Clothing,1918,338176.32,21.45,76,Content Marketing,,4.31,1.03,95,34297.77,Online,82.52
9,Global Outlet,Africa,Under Armour Men's Tech II T-Shirt,Fishing,8115,272327.59,7.5,94,Social Media,Loyalty Programs,8.71,8.86,84,13665.72,Online,83.58
20,Premier Mart,Africa,Hirzl Men's Hybrid Golf Glove,Golf Shoes,25485,222665.45,5.68,99,Email Marketing,Discounts,1.64,3.76,89,11965.57,Physical,94.2
47,Premier Store,LATAM,Under Armour Women's Ignite PIP VI Slide,Health and Beauty,41755,359301.02,22.91,80,Content Marketing,,4.96,8.13,91,41041.8,Online,71.31
4,Beta Shop,Europe,Under Armour Kids' Mercenary Slide,CDs ,37611,275739.8,5.45,70,Social Media,,1.77,6.32,93,28801.96,Physical,79.39
15,Elite Market,Pacific Asia,Nike Women's Free 5.0 TR FIT PRT 4 Training S,Hunting & Shooting,49993,341948.25,12.8,68,Content Marketing,Bundle Offers,8.55,8.66,89,29315.26,Hybrid,78.32
27,Beta Distributors,Pacific Asia,The North Face Women's Recon Backpack,Soccer,33003,310349.84,24.65,75,Affiliate,Flash Sales,4.37,6.0,62,21016.41,Hybrid,96.94
30,Epsilon Distributors,LATAM,Total Gym 1400,Accessories,44694,97875.23,9.53,58,Email Marketing,,4.39,7.43,84,6458.92,Physical,76.02
8,United Retailers,Pacific Asia,Garmin Approach S4 Golf GPS Watch,Video Games,15164,231082.87,21.35,56,Email Marketing,Discounts,7.85,8.3,87,46225.05,Online,79.91
24,Premier Outlet,Africa,Mio ALPHA Heart Rate Monitor/Sport Watch,Toys,49625,471208.36,16.66,54,Social Media,,3.33,7.94,62,32508.46,Physical,79.35
24,Omega Market,Africa,Team Golf San Francisco Giants Putter Grip,Women's Apparel,29413,482093.98,20.53,99,Social Media,Loyalty Programs,8.46,1.25,80,40913.38,Online,92.33
13,Gamma Distributors,LATAM,Mio ALPHA Heart Rate Monitor/Sport Watch,Baseball & Softball,26226,495303.56,5.07,95,Affiliate,Bundle Offers,9.2,8.35,58,45940.0,Online,83.32
19,Beta Mart,Africa,Nike Men's Free TR 5.0 TB Training Shoe,Cardio Equipment,7356,198284.24,21.7,75,Social Media,Loyalty Programs,9.35,4.54,94,9047.12,Hybrid,77.99
46,Beta Shop,USCA,Nike Women's Tempo Shorts,Fishing,44585,335350.37,17.78,95,Email Marketing,Bundle Offers,5.35,1.2,82,44897.15,Online,82.67
10,Beta Shop,LATAM,Titleist Pro V1x High Numbers Personalized Go,Men's Clothing,43608,297250.08,23.17,50,Email Marketing,Flash Sales,1.22,7.43,72,48487.27,Online,77.55
14,Premier Market,Europe,Toys ,Shop By Sport,6431,141794.84,11.4,90,Affiliate,Loyalty Programs,8.19,7.92,98,27676.09,Hybrid,71.5
50,Omega Distributors,Africa,TaylorMade Women's RBZ SL Rescue,Men's Clothing,11211,379832.99,11.8,88,PPC,,3.69,3.3,87,9864.08,Online,88.04
9,Delta Traders,Europe,adidas Men's F10 Messi TRX FG Soccer Cleat,Girls' Apparel,47385,94463.47,24.49,58,Social Media,Loyalty Programs,7.84,9.65,61,44420.01,Online,86.03
7,United Retailers,LATAM,Toys ,Lacrosse,42069,100066.73,18.21,68,Affiliate,Bundle Offers,5.78,3.8,59,26042.44,Online,94.47
10,Global Store,Pacific Asia,LIJA Women's Eyelet Sleeveless Golf Polo,Women's Golf Clubs,15087,208310.0,7.15,59,Content Marketing,Discounts,9.55,7.12,92,36464.36,Physical,95.9
16,Omega Traders,Pacific Asia,Under Armour Hustle Storm Medium Duffle Bag,Electronics,45113,219991.44,24.0,73,SEO,Loyalty Programs,4.93,4.36,85,23254.53,Online,98.68
35,Epsilon Shop,Europe,Ogio Race Golf Shoes,Women's Clothing,16100,325223.06,5.61,94,Email Marketing,Flash Sales,5.85,2.02,60,10266.57,Physical,74.49
15,Premier Retailers,USCA,GoPro HERO3+ Black Edition Camera,Sporting Goods,46969,242595.0,19.47,68,SEO,,9.2,1.83,72,44300.08,Hybrid,75.2
12,Elite Shop,USCA,Glove It Urban Brick Golf Towel,Cameras ,33881,294663.57,20.2,66,SEO,,2.64,0.03,79,20539.87,Physical,76.69
49,Alpha Retailers,LATAM,Under Armour Hustle Storm Medium Duffle Bag,Computers,49249,172988.66,20.31,79,Email Marketing,Loyalty Programs,3.79,7.26,62,21741.35,Physical,88.32
10,Gamma Market,LATAM,LIJA Women's Mid-Length Panel Golf Shorts,Women's Golf Clubs,37871,417958.87,16.95,95,PPC,Bundle Offers,1.95,9.8,59,7284.78,Hybrid,97.35
34,Gamma Distributors,USCA,Cleveland Golf Women's 588 RTX CB Satin Chrom,Women's Golf Clubs,3847,95093.3,15.14,77,Email Marketing,Flash Sales,2.1,6.73,56,33037.12,Online,97.83
6,Alpha Retailers,LATAM,Bridgestone e6 Straight Distance NFL Tennesse,Health and Beauty,47027,127753.2,8.04,57,Social Media,,8.45,2.53,62,35632.18,Physical,85.56
16,United Traders,USCA,Summer dresses,Cleats,11012,473836.15,16.42,56,Social Media,Discounts,4.54,9.97,63,8725.14,Physical,88.55
43,Global Store,Africa,O'Brien Men's Neoprene Life Vest,Cleats,9775,305499.92,16.85,71,Email Marketing,Bundle Offers,2.57,5.66,71,20340.84,Physical,90.2
9,Global Shop,Africa,Nike Men's Fingertrap Max Training Shoe,Boxing & MMA,43791,60628.67,7.67,85,Social Media,Flash Sales,4.83,0.34,56,20703.88,Physical,85.65
30,Epsilon Store,Europe,Columbia Men's PFG Anchor Tough T-Shirt,Men's Golf Clubs,26457,253363.53,23.67,57,Affiliate,Bundle Offers,2.78,8.65,75,32347.76,Physical,81.9
37,Omega Market,Europe,Diamondback Girls' Clarity 24 Hybrid Bike 201,Health and Beauty,45294,459159.4,17.02,56,SEO,Discounts,8.6,1.84,64,48787.38,Online,83.87
6,United Mart,Africa,Diamondback Girls' Clarity 24 Hybrid Bike 201,Boxing & MMA,16587,132253.27,22.8,64,Email Marketing,,1.84,5.16,57,22999.64,Physical,73.52
50,Omega Market,Africa,Glove It Imperial Golf Towel,Hunting & Shooting,27440,93735.03,11.08,52,Email Marketing,Loyalty Programs,2.08,1.92,89,20357.95,Hybrid,97.31
43,Epsilon Traders,USCA,Adult dog supplies,Cleats,28221,270533.18,8.91,73,SEO,,8.38,0.82,82,27572.76,Hybrid,83.92
26,Alpha Shop,LATAM,Diamondback Women's Serene Classic Comfort Bi,Hockey,4652,332014.91,24.24,99,SEO,Discounts,8.66,7.61,67,49961.71,Hybrid,87.32
11,Epsilon Traders,Pacific Asia,Polar Loop Activity Tracker,DVDs,49435,372897.56,9.98,94,Content Marketing,Flash Sales,5.98,1.44,53,31063.49,Hybrid,90.47
42,Global Retailers,LATAM,Polar Loop Activity Tracker,Women's Golf Clubs,26628,369561.97,11.94,85,Content Marketing,Flash Sales,6.94,9.37,79,18342.95,Online,73.62
4,Delta Mart,LATAM,Diamondback Women's Serene Classic Comfort Bi,Men's Golf Clubs,9648,91524.06,8.62,80,Social Media,,4.05,1.79,52,40007.06,Online,96.63
39,Omega Outlet,Pacific Asia,Glove It Women's Mod Oval Golf Glove,Water Sports,5239,113908.02,22.54,76,Social Media,Discounts,2.55,8.56,66,15635.29,Hybrid,71.61
2,United Store,LATAM,The North Face Women's Recon Backpack,CDs ,26486,173442.48,5.6,93,Content Marketing,Loyalty Programs,4.29,1.69,61,7175.09,Hybrid,80.62
29,Omega Mart,LATAM,Team Golf San Francisco Giants Putter Grip,Men's Clothing,4783,361197.4,10.51,83,Email Marketing,Flash Sales,1.54,6.97,78,32887.23,Physical,71.32
32,Premier Outlet,USCA,Hirzl Men's Hybrid Golf Glove,Girls' Apparel,10854,498209.14,19.87,92,PPC,Loyalty Programs,3.57,0.96,64,10215.57,Physical,98.83
13,Global Retailers,USCA,LIJA Women's Mid-Length Panel Golf Shorts,Video Games,48715,427575.27,22.99,90,PPC,Loyalty Programs,4.6,5.82,73,20908.87,Online,80.24
5,Gamma Traders,Africa,LIJA Women's Eyelet Sleeveless Golf Polo,Golf Apparel,3696,244906.05,22.65,76,PPC,Flash Sales,6.71,3.8,64,18440.19,Hybrid,86.48
28,Global Market,Europe,Team Golf San Francisco Giants Putter Grip,Indoor/Outdoor Games,28163,57332.13,19.13,99,SEO,Bundle Offers,8.39,5.11,81,37348.04,Online,87.19
47,Global Shop,Pacific Asia,Titleist Pro V1x Golf Balls,Golf Apparel,36608,445256.27,11.65,81,Email Marketing,Discounts,7.07,9.14,99,7077.43,Online,72.61
21,Premier Outlet,Europe,CDs of rock,As Seen on  TV!,6102,440174.21,23.8,100,Social Media,Discounts,8.88,3.88,82,41098.37,Hybrid,88.82
8,Elite Store,Pacific Asia,Clicgear Rovic Cooler Bag,Men's Footwear,23132,299453.51,24.93,95,Affiliate,Loyalty Programs,9.01,4.47,69,37137.89,Physical,88.17
35,Global Traders,Pacific Asia,Summer dresses,Tennis & Racquet,10033,379647.86,12.42,56,SEO,,7.4,6.6,75,18097.92,Physical,83.82
37,Alpha Shop,USCA,Nike Men's Comfort 2 Slide,Women's Apparel,35025,251357.97,15.62,80,Affiliate,,8.61,3.14,52,21378.31,Online,72.34
33,Alpha Shop,Europe,TaylorMade Women's RBZ SL Rescue,CDs ,44786,401448.71,17.74,51,Content Marketing,Flash Sales,3.52,7.95,99,27665.56,Hybrid,75.87
35,Elite Shop,Europe,Hirzl Women's Hybrid Golf Glove,Tennis & Racquet,28828,318591.97,6.25,93,PPC,Discounts,1.59,0.33,58,27689.15,Physical,74.95
10,Premier Retailers,LATAM,TaylorMade White Smoke IN-12 Putter,Cleats,41283,143112.03,19.1,77,Affiliate,,9.78,9.06,85,8084.33,Online,93.58
37,Epsilon Distributors,USCA,MDGolf Pittsburgh Penguins Putter,Soccer,22748,282206.26,18.04,81,PPC,Loyalty Programs,4.47,5.03,58,18917.49,Online,86.06
35,Omega Traders,Pacific Asia,ENO Atlas Hammock Straps,Women's Apparel,32573,239159.12,18.99,90,Affiliate,Discounts,4.5,0.23,56,5484.77,Hybrid,98.3
50,Gamma Shop,USCA,TYR Boys' Team Digi Jammer,Computers,34367,317891.77,22.56,86,SEO,Flash Sales,3.3,3.17,53,39169.88,Physical,70.52
36,Global Mart,Pacific Asia,Lawn mower,Tennis & Racquet,35904,87715.56,18.53,69,Affiliate,Flash Sales,2.5,4.26,98,42328.69,Online,97.73
4,Premier Outlet,Pacific Asia,TaylorMade Women's RBZ SL Rescue,Baseball & Softball,29516,228131.25,6.34,96,Email Marketing,Bundle Offers,2.74,8.22,97,39548.7,Online,74.7
47,Delta Outlet,Europe,Glove It Imperial Golf Towel,Cleats,24978,381550.99,22.46,72,Email Marketing,Bundle Offers,9.04,0.72,73,23166.82,Physical,85.63
21,Gamma Shop,Pacific Asia,TaylorMade White Smoke IN-12 Putter,Toys,43294,489219.93,9.57,100,PPC,Flash Sales,1.02,3.49,77,36844.08,Physical,75.4
21,Elite Distributors,Africa,Summer dresses,Men's Footwear,30080,419958.74,8.32,77,Email Marketing,Bundle Offers,4.9,2.84,53,38672.09,Hybrid,82.34
22,Premier Distributors,USCA,Summer dresses,Fitness Accessories,48822,406894.0,21.43,59,Content Marketing,Loyalty Programs,8.18,0.75,59,39465.23,Hybrid,94.41
21,Elite Market,USCA,Glove It Imperial Golf Towel,Men's Golf Clubs,4397,404593.81,19.34,74,Affiliate,Loyalty Programs,2.46,4.08,50,7069.08,Physical,88.41
19,Elite Retailers,USCA,LIJA Women's Mid-Length Panel Golf Shorts,Sporting Goods,46378,313175.88,5.8,55,Content Marketing,Bundle Offers,3.21,8.72,52,30449.33,Physical,87.58
49,Elite Market,Africa,Glove It Women's Mod Oval 3-Zip Carry All Gol,Baby ,32804,485969.22,18.4,69,PPC,Bundle Offers,5.42,7.6,61,30016.5,Physical,79.6
46,Premier Market,Africa,Under Armour Girls' Toddler Spine Surge Runni,Toys,22340,110627.92,18.94,66,Social Media,,5.91,0.97,74,41502.02,Physical,92.15
31,Global Retailers,Pacific Asia,Clicgear 8.0 Shoe Brush,Men's Golf Clubs,28837,87392.72,16.69,75,Email Marketing,Bundle Offers,3.59,6.77,69,21356.43,Hybrid,76.02
41,Beta Store,Africa,Brooks Women's Ghost 6 Running Shoe,Golf Bags & Carts,25272,177894.11,9.55,61,Social Media,Bundle Offers,9.57,3.31,53,17999.11,Hybrid,72.81
26,Omega Retailers,Pacific Asia,SOLE E25 Elliptical,Electronics,9662,474449.14,23.49,59,Email Marketing,Bundle Offers,8.26,7.86,78,10388.66,Physical,99.38
34,Alpha Outlet,Africa,Polar FT4 Heart Rate Monitor,Computers,17802,220303.76,13.37,63,Email Marketing,Loyalty Programs,5.18,5.33,54,43447.89,Hybrid,78.42
46,Gamma Traders,LATAM,Merrell Men's All Out Flash Trail Running Sho,Women's Clothing,17717,164835.33,20.95,81,Content Marketing,Loyalty Programs,3.22,1.92,98,32219.79,Hybrid,77.32
21,Elite Traders,LATAM,Summer dresses,Cameras ,31954,248733.26,20.25,98,Content Marketing,,7.48,1.4,94,45290.31,Hybrid,95.03
19,United Store,Pacific Asia,Under Armour Women's Ignite PIP VI Slide,Computers,34716,412543.16,21.74,55,SEO,Discounts,2.38,5.32,70,34026.23,Physical,78.91
26,United Outlet,Pacific Asia,Titleist Club Glove Travel Cover,Hunting & Shooting,45272,374748.24,7.96,56,Email Marketing,Bundle Offers,8.25,0.59,51,13228.26,Hybrid,95.57
5,Premier Retailers,Pacific Asia,Smart watch ,Pet Supplies,37865,250747.07,22.04,86,Social Media,,5.22,3.22,63,15796.35,Physical,72.31
32,Epsilon Traders,Europe,LIJA Women's Button Golf Dress,Boxing & MMA,13565,404136.87,11.46,73,Email Marketing,,3.72,4.74,93,20173.95,Online,87.27
50,Elite Store,Africa,LIJA Women's Mid-Length Panel Golf Shorts,Golf Balls,12324,215263.58,6.04,90,Email Marketing,Flash Sales,9.81,2.79,97,26926.68,Hybrid,92.29
7,Elite Distributors,LATAM,Bushnell Pro X7 Jolt Slope Rangefinder,Basketball,41675,87582.71,8.63,82,SEO,Discounts,4.76,9.15,85,36787.09,Hybrid,91.29
27,Omega Outlet,Africa,Rock music,Toys,40490,152763.32,8.14,72,Email Marketing,Loyalty Programs,1.08,9.84,99,7425.61,Hybrid,88.14
22,Delta Store,LATAM,Nike Men's Comfort 2 Slide,Baby ,19111,175657.6,10.93,63,Social Media,Flash Sales,5.09,0.54,51,40252.7,Hybrid,74.34
4,Omega Store,Africa,Perfect Fitness Perfect Rip Deck,Crafts,35074,463281.49,22.59,77,Social Media,,2.04,6.41,68,8791.88,Online,85.42
25,United Outlet,LATAM,Titleist Pro V1 High Numbers Personalized Gol,Lacrosse,15661,385938.01,18.15,61,Content Marketing,,6.9,5.83,73,26498.25,Online,92.02
25,Gamma Mart,USCA,Sports Books ,Cameras ,2362,264724.57,23.2,90,Content Marketing,Flash Sales,8.69,7.99,74,47551.87,Physical,91.16
17,Omega Traders,Africa,Titleist Pro V1x Golf Balls,Cardio Equipment,18600,164724.3,12.9,94,Email Marketing,,4.68,7.54,99,30459.85,Online,86.85
22,Gamma Outlet,Europe,adidas Brazuca 2014 Official Match Ball,Golf Balls,10891,439798.81,22.55,96,SEO,Loyalty Programs,2.66,7.29,67,41035.67,Online,93.31
38,Omega Mart,LATAM,Summer dresses,Garden,36802,191917.03,21.96,79,Email Marketing,Loyalty Programs,6.69,8.02,92,34172.48,Hybrid,97.45
45,Global Mart,Europe,Glove It Women's Mod Oval Golf Glove,Camping & Hiking,29676,457297.44,21.41,65,Content Marketing,Discounts,3.58,1.19,89,31121.07,Online,92.91
31,Omega Retailers,Europe,Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,Cleats,47420,176399.27,9.75,89,Affiliate,Loyalty Programs,5.38,7.36,71,6016.08,Physical,76.77
33,Premier Shop,LATAM,LIJA Women's Mid-Length Panel Golf Shorts,Men's Footwear,27611,379834.53,14.65,81,PPC,Bundle Offers,1.32,3.2,62,17708.03,Hybrid,87.77
34,Elite Outlet,Africa,Diamondback Boys' Insight 24 Performance Hybr,Sporting Goods,14618,56075.51,13.46,74,SEO,Discounts,4.44,8.21,98,36791.47,Online,70.94
27,Gamma Retailers,LATAM,Nike Men's Free 5.0+ Running Shoe,Indoor/Outdoor Games,42256,419797.73,22.17,64,Content Marketing,Discounts,7.1,6.81,71,23915.39,Physical,98.59
47,Omega Market,Africa,Sports Books ,Fitness Accessories,19110,299696.79,6.2,78,Affiliate,Loyalty Programs,2.04,3.62,96,17944.55,Physical,87.97
8,Global Mart,LATAM,Top Flite Women's 2014 XL Hybrid,Tennis & Racquet,21071,141958.46,19.73,99,Email Marketing,Bundle Offers,4.38,1.16,66,19290.62,Online,85.38
34,Global Shop,Africa,Merrell Women's Grassbow Sport Hiking Shoe,Golf Balls,49715,436857.81,24.41,83,Email Marketing,Loyalty Programs,5.4,8.47,88,7923.66,Online,75.99
41,Premier Mart,Europe,Cleveland Golf Women's 588 RTX CB Satin Chrom,Toys,38220,371242.48,11.95,100,PPC,Discounts,8.21,6.4,62,8297.08,Hybrid,97.11
16,Elite Store,LATAM,Team Golf Tennessee Volunteers Putter Grip,Men's Golf Clubs,2607,146364.49,22.98,61,Affiliate,Flash Sales,2.8,3.18,97,35854.97,Hybrid,90.31
22,United Outlet,USCA,Mio ALPHA Heart Rate Monitor/Sport Watch,Music,17864,309643.55,18.12,92,PPC,Flash Sales,7.31,8.55,69,25635.58,Physical,82.8
49,Premier Traders,Africa,TYR Boys' Team Digi Jammer,Hockey,32111,439566.32,12.29,61,SEO,Flash Sales,3.52,3.55,66,19805.06,Hybrid,87.87
39,Elite Market,Europe,Titleist Pro V1x High Numbers Golf Balls,Golf Bags & Carts,46228,296772.09,18.92,80,Email Marketing,,2.27,0.56,87,41764.49,Hybrid,93.19
1,Elite Outlet,Europe,adidas Kids' F5 Messi FG Soccer Cleat,Computers,10636,88857.25,9.63,70,Social Media,Loyalty Programs,3.07,1.36,54,26319.44,Online,93.33
13,Beta Mart,LATAM,Nike Dri-FIT Crew Sock 6 Pack,Soccer,45922,485429.6,14.05,76,Affiliate,,9.31,0.48,68,38839.02,Hybrid,87.34
43,Gamma Distributors,USCA,SOLE E25 Elliptical,Health and Beauty,15428,243982.69,12.21,72,Social Media,Discounts,2.58,7.98,86,16578.12,Physical,73.31
49,Global Store,USCA,Glove It Urban Brick Golf Towel,Golf Shoes,4834,245839.57,19.55,53,PPC,,9.63,2.48,80,13656.37,Online,96.9
50,Epsilon Store,Africa,Clicgear Rovic Cooler Bag,Golf Shoes,23924,495578.79,17.96,59,Social Media,Loyalty Programs,5.25,7.39,65,17333.08,Online,78.34
21,Alpha Retailers,Africa,Titleist Pro V1x Golf Balls,Computers,20572,181673.84,18.99,93,Affiliate,Bundle Offers,7.88,3.26,88,13776.82,Hybrid,70.42
36,Global Market,Africa,Stiga Master Series ST3100 Competition Indoor,Books ,20014,136306.1,12.67,65,Content Marketing,Bundle Offers,9.96,3.38,95,42345.06,Physical,97.41
32,Elite Mart,LATAM,SOLE E35 Elliptical,Cameras ,29634,59221.3,24.67,69,Content Marketing,Bundle Offers,6.11,6.92,80,40208.55,Hybrid,98.31
26,Delta Distributors,Pacific Asia,Nike Men's Free 5.0+ Running Shoe,Indoor/Outdoor Games,29899,327356.74,11.68,50,SEO,Flash Sales,1.51,2.56,80,28073.97,Physical,71.04
24,Beta Traders,USCA,Nike Men's Comfort 2 Slide,Lacrosse,9979,129833.36,24.79,53,Affiliate,,5.55,8.66,73,18126.64,Online,75.88
15,Omega Mart,Africa,O'Brien Men's Neoprene Life Vest,Soccer,34773,259176.79,8.41,87,Content Marketing,Flash Sales,2.36,4.84,75,33456.06,Hybrid,76.92
37,Global Mart,LATAM,Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,As Seen on  TV!,22494,328476.09,24.99,78,SEO,Flash Sales,9.7,2.44,72,26968.5,Online,97.08
46,Alpha Market,Africa,Hirzl Men's Hybrid Golf Glove,Consumer Electronics,27112,287829.78,10.56,88,Social Media,Loyalty Programs,5.05,1.42,73,48993.13,Hybrid,75.52
22,Global Traders,USCA,Garmin Forerunner 910XT GPS Watch,Camping & Hiking,9929,373956.06,19.09,66,PPC,,9.85,1.14,72,9248.38,Physical,89.46
3,Premier Distributors,LATAM,Field & Stream Sportsman 16 Gun Fire Safe,Kids' Golf Clubs,16593,304843.47,10.53,55,SEO,,5.78,6.12,67,16846.84,Physical,98.36
15,Elite Distributors,USCA,Adult dog supplies,Indoor/Outdoor Games,47038,211897.96,9.65,85,Content Marketing,Bundle Offers,7.01,5.02,52,6402.76,Physical,82.36
38,Elite Mart,LATAM,Under Armour Women's Ignite PIP VI Slide,Crafts,15984,82504.36,7.27,82,Email Marketing,,3.17,3.41,67,7803.31,Physical,98.12
17,Alpha Market,Europe,Merrell Women's Grassbow Sport Waterproof Hik,Pet Supplies,9758,126035.06,20.28,66,Social Media,Loyalty Programs,8.48,1.45,52,23809.52,Hybrid,76.04
14,Beta Traders,Pacific Asia,Titleist Pro V1x Golf Balls,Golf Shoes,44871,391307.84,24.75,81,Content Marketing,,8.83,2.65,62,21160.97,Physical,95.91
19,Global Shop,Europe,Under Armour Women's Micro G Skulpt Running S,Indoor/Outdoor Games,21460,383699.65,21.68,51,PPC,Loyalty Programs,7.84,1.0,63,6346.34,Online,75.9
45,Premier Store,LATAM,Baby sweater,Kids' Golf Clubs,20700,93810.68,6.74,59,Affiliate,Loyalty Programs,3.81,3.24,60,45739.15,Online,87.44
6,Beta Mart,Europe,Sports Books ,Golf Balls,44149,261517.24,9.18,64,PPC,,8.57,6.69,89,37056.45,Physical,89.35
31,Delta Outlet,Europe,adidas Men's Germany Black Crest Away Tee,Golf Bags & Carts,1525,217817.62,9.03,54,SEO,Discounts,8.05,0.62,74,31546.82,Hybrid,88.78
50,Delta Outlet,Europe,Cleveland Golf Collegiate My Custom Wedge 588,Women's Clothing,41465,159190.66,16.73,58,SEO,Discounts,6.35,4.07,93,41023.94,Online,91.42
36,United Shop,Europe,Glove It Women's Mod Oval 3-Zip Carry All Gol,Men's Clothing,21793,71013.61,8.07,54,Content Marketing,,5.45,9.78,71,17872.72,Physical,76.17
2,Premier Traders,Pacific Asia,Bridgestone e6 Straight Distance NFL San Dieg,Men's Footwear,14544,112275.64,5.97,56,Content Marketing,,5.85,0.12,73,27177.49,Physical,94.12
4,Beta Mart,Europe,Bag Boy Beverage Holder,As Seen on  TV!,36467,134555.92,6.85,70,SEO,,8.65,5.2,70,5360.11,Physical,74.18
47,Epsilon Retailers,LATAM,adidas Men's F10 Messi TRX FG Soccer Cleat,Girls' Apparel,28059,404367.67,15.78,90,PPC,Loyalty Programs,9.16,5.72,100,43538.86,Online,86.56
